run_id,ticker,horizon,rho_train,rho_test
20260304T034058Z,BXP,21,0.6491228692895609,0.44056652697590487
20260304T034058Z,BXP,31,0.6064024166726271,0.46824966187801237
20260304T034058Z,BXP,42,0.5649053360411062,0.471892390938615
20260304T034058Z,C,10,0.46362608992556975,0.1336073932959188
20260304T034058Z,C,21,0.4577721825132661,0.16949285658614963
20260304T034058Z,C,31,0.439131287550962,0.2474571396189371
20260304T034058Z,C,42,0.4079664157795606,0.238095843346669
20260304T034058Z,CAG,10,0.18768320980002232,0.2673984335877084
20260304T034058Z,CAG,21,0.15132992597138323,0.3775785835476657
20260304T034058Z,CAG,31,0.15433943834489663,0.4486911744130508
20260304T034058Z,CAG,42,0.24106282938124513,0.4879176164916754
20260304T034058Z,CAH,10,0.14692515827771385,0.017925350379776845
20260304T034058Z,CAH,21,0.11935781965307171,-0.20407486345677678
20260304T034058Z,CAH,31,0.10994429940633717,-0.2852035245096226
20260304T034058Z,CAH,42,0.12556712684813262,-0.4018766815548155
20260304T034058Z,CARR,10,0.3481397402997159,0.07702452452659343
20260304T034058Z,CARR,21,0.3713881772941218,0.06262153477846953
20260304T034058Z,CARR,31,0.39142416007340364,-0.044817801918340505
20260304T034058Z,CARR,42,0.39237987804304253,-0.17408248354106326
20260304T034058Z,CAT,10,0.31508845328495333,-0.07703147242574752
20260304T034058Z,CAT,21,0.3402983738843923,-0.12122055552557899
20260304T034058Z,CAT,31,0.34950304207495886,-0.15695100005307028
20260304T034058Z,CAT,42,0.2997211727579818,-0.07193713808892234
20260304T034058Z,CB,10,0.47378057519951444,0.04814254230950932
20260304T034058Z,CB,21,0.45248620977970566,0.12378609927037056
20260304T034058Z,CB,31,0.42138472525212783,0.1141205531530981
20260304T034058Z,CB,42,0.41249757779684776,-0.007241812642636983
20260304T034058Z,CBOE,10,0.4015096360992749,0.383923459990004
20260304T034058Z,CBOE,21,0.4442177519264544,0.5581961905789672
20260304T034058Z,CBOE,31,0.43145506625062585,0.6926502491890701
20260304T034058Z,CBOE,42,0.3778866641419342,0.7750236903079327
20260304T034058Z,CBRE,10,0.5350755633006226,-0.004590619022396248
20260304T034058Z,CBRE,21,0.5223136020748212,-0.021477454630478968
20260304T034058Z,CBRE,31,0.4723482315285029,-0.08121569529298814
20260304T034058Z,CBRE,42,0.4140890111549136,-0.15924352940101064
20260304T034058Z,CCI,10,0.5855468237776782,0.08954462146032229
20260304T034058Z,CCI,21,0.6671406558372571,-0.033506298074905426
20260304T034058Z,CCI,31,0.6458843922108575,-0.17692456140633014
20260304T034058Z,CCI,42,0.604293897507208,-0.10484509781474592
20260304T034058Z,CCL,10,0.7256664530954627,0.07838252508852127
20260304T034058Z,CCL,21,0.7206277791277325,0.06963299699634885
